160
53
245
489
2550
269
914
208
267
53
84
194
269
215
181
322
52
431
749
538
53
380
30
630
320
650
61
72
493
811
55
365
980
164
51
259
284
709
203
158
1514
166
402
162
1885
1580
1214
847
360
227
351
58
