1.1391,4.076,8.269,8.4429,10.221,-1.6819,4.8526,8.5501,2.3463,-0.85194,-2.0151,2.1416,1.2843,1.3989,1.517,1.5466,0.68106,3.0975,8.0549,11.083,10.108,-1.6801,4.8117,8.4757,0.0062686,-0.82399,-2.0008,1.0192,1.2958,1.2904,1.4905,1.4667,11.046,10.482,9.1207,16.37,0.74681,-0.0017251,0.040944,0.074373,3.45,-2.1903,1.2031,1.6137,0.77207,0.48769,0.47228,0.82879,1.2729,3.0949,1.6206,1.4368,31.033,1.4759,16.957,-24.954,-1.3569,-1.6602,-1.5006,1.5087,0.64085,6.8473,1.4758,1.54,5.7729,5.1719,1.8428,1.3569,1.1522,0.08106,0.10384,0.57848,1.6206,-0.55508,-0.34015,1.7384,1.2488,0.64078,0.80844,1.2137,3.287,4.8652,-0.28436,-1.2515,9.8067,-1.6262,5.2568,7.9721,0.11121,-1.9405,-2.2318,0.32622,3.2744e-07,1.0449,1.0578,0.36771
-0.52151,-0.71867,0.79319,4.3546,10.067,-1.3284,6.2045,7.6016,0.5212,0.26108,-0.0056902,-0.41151,0.59568,1.2356,1.074,0.9923,-0.80536,-0.86867,0.51176,4.8941,10.059,-1.3261,6.2002,7.6048,0.33788,0.28493,-0.082847,-0.46081,0.53166,1.2035,1.0566,0.93537,43.422,11.666,3.6433,29.225,0.3247,-0.0022872,0.0042817,-0.003161,3.2459,-2.5655,0.83704,-0.18634,0.28373,0.25408,0.17973,0.29849,-0.5358,-1.2467,-0.91228,-0.47965,30.171,4.8143,14.028,-25.943,-0.006199,0.20204,0.32622,0.37195,0.93013,1.7822,3.7008,1.1406,1.5817,1.3415,1.9052,-0.09163,0.38082,0.030535,0.011523,0.018846,0.81396,0.58721,0.3613,-0.41256,0.29266,0.29024,0.29131,0.24541,-0.85951,-1.0553,-0.65578,-1.2659,9.8067,-1.2334,6.155,7.3557,-0.063556,0.2943,-0.39504,-0.019345,3.252e-07,1.0766,1.0021,0.70557
0.20827,4.0053,8.2696,16.443,10.097,-1.3954,5.9482,7.7814,2.3867,-0.055291,-1.0754,1.1387,0.77673,1.2754,1.285,1.1785,-0.21647,3.5567,6.9193,23.58,10.068,-1.3932,5.937,7.7699,0.18467,0.015861,-1.109,0.63951,0.7397,1.2281,1.2733,1.1102,29.265,26.997,25.175,42.852,0.40472,-0.0021807,0.011232,0.011537,5.0144,-2.6995,1.729,2.0823,0.45323,0.31196,0.2619,0.45067,15.815,-1.3353,1.6265,-0.65757,30.334,4.1825,14.582,-25.756,-0.22621,-3.55,-0.014962,0.96314,0.94474,3.619,3.5816,1.2846,10.994,14.95,21.151,17.286,0.52731,0.040129,0.029053,0.12512,3.8272,-0.14894,-0.028583,4.1752,0.67572,0.38271,0.44039,0.61339,0.29269,1.1777,-0.59228,-1.2693,9.8067,-1.3076,5.9852,7.4722,-0.031432,-0.087055,-0.75732,-0.24417,3.2634e-07,1.0813,1.0718,0.69817
2.6056,-1.6307,0.32655,4.4639,10.085,-0.64234,4.0258,8.3978,1.3437,-0.092483,-0.012937,0.58374,1.3151,1.5665,3.0669,2.109,2.0894,-1.6754,-0.18536,5.2495,9.9929,-0.63939,3.9902,8.3595,0.11646,0.114,0.017686,0.45284,1.2498,1.44,3.0304,1.9924,4.3725,12.814,21.595,16.403,0.72038,-0.002949,0.035541,0.038369,3.1337,-0.15298,0.27873,2.8162,0.80745,0.55315,0.45009,0.81257,1.2074,-1.6529,-1.5535,-1.2281,30.779,3.0923,18.486,-22.601,0.227,-1.5111,-0.22796,0.31833,2.0061,4.4834,7.5469,3.5576,2.7041,7.8475,3.3697,2.2057,0.88937,0.15576,-0.0081156,0.013861,1.4957,-0.014277,0.92007,1.2178,0.93238,0.8308,0.64112,0.73176,4.392,-1.6626,-1.6658,-1.0081,9.8067,-0.52621,4.1088,8.2317,-0.041848,-1.8865,-0.034477,-0.33449,3.442e-07,0.73604,2.919,1.4872
-0.14058,-0.83429,4.2677,16.235,10.061,-1.4987,6.3711,7.5347,-0.58785,1.0628,0.70912,-1.2704,0.39532,0.83384,0.67418,0.7853,-0.33826,-0.85162,1.0269,5.3161,10.056,-1.4969,6.3706,7.5357,-0.16864,1.0402,0.71005,-1.0266,0.3182,0.8152,0.66518,0.71298,4.0262,14.487,43.086,57.472,0.23024,-0.0018368,0.00044752,-0.0010578,4.9402,0.48501,-1.0813,-1.6674,0.2615,0.16096,0.095036,0.29406,-0.6302,-0.87857,0.29204,-0.45051,29.746,5.3525,13.379,-25.838,-0.6877,0.97884,-0.78396,0.049346,0.84446,1.4879,2.8003,0.47506,10.504,4.4769,9.8406,6.672,0.27006,-0.0050912,0.00061863,0.0148,2.3398,1.381,-0.094036,0.91622,0.32729,0.25038,0.26947,0.21102,-0.85603,-0.95794,-0.57988,-1.4984,9.8067,-1.418,6.2429,7.3372,-0.022577,0.9294,0.70836,-0.81842,3.2195e-07,0.76249,0.6969,0.53417
3.4506,1.9353,5.0869,15.356,10.068,-1.253,5.6981,7.7824,1.8422,0.8398,-1.6535,1.2595,0.77932,1.1616,2.0363,1.3665,2.7105,1.7914,3.926,18.386,10.038,-1.2508,5.6876,7.7721,0.011999,0.96274,-1.6402,1.2188,0.72167,1.104,2.0268,1.2804,14.778,41.62,50.146,38.014,0.37088,-0.0021559,0.010517,0.010256,4.742,-0.17799,0.65421,3.3035,0.5337,0.32587,0.2545,0.50126,9.0049,0.30287,3.5655,1.2989,30.042,4.7039,14.845,-24.909,0.94054,-2.5664,0.88285,2.1987,1.3703,2.8934,5.2169,2.4343,10.451,16.096,12.716,9.8191,0.44776,0.041063,-0.0018876,0.014531,2.7865,0.61109,0.94845,1.786,0.63569,0.49787,0.41186,0.43042,-1.3694,1.823,-0.015187,-1.3228,9.8067,-1.1626,5.6317,7.5934,-0.02343,0.19035,-1.5971,0.7163,3.2852e-07,0.85576,1.9273,0.99984
2.7182,1.9259,1.2135,1.6283,10.077,-1.4703,5.2618,8.3542,0.31447,-0.75161,-1.4661,0.16112,0.61416,0.78536,0.97183,0.85232,1.3402,1.1421,17.729,49.446,9.944,-1.4562,5.1976,8.2625,-5.582,-0.67386,-1.411,-2.3174,0.74271,0.67855,1.0008,0.75675,2.3823,18.996,34.801,49.708,0.67814,-0.014097,0.064226,0.091742,6.2445,-0.57804,2.2551,4.6393,0.81706,0.38004,0.45595,0.87391,1.6804,-1.275,-0.85137,-0.84848,30.55,4.3124,17.012,-24.689,0.37459,-1.5865,0.63398,0.0089873,0.59363,3.2936,2.1931,0.78472,1.6667,-0.26971,2.2378,0.40452,0.68403,0.056527,0.11886,0.30215,1.0828,1.0139,-0.026314,1.7216,0.52665,0.40359,0.4994,0.47478,0.18588,-0.55957,-0.85708,-1.0939,9.8067,-1.4152,5.1945,8.1177,-0.00062708,-0.67667,-1.0348,0.84327,3.174e-07,0.51247,0.91122,0.44887
2.6883,-1.837,4.9481,27.067,9.9964,-1.5694,2.5355,9.1507,1.1223,-1.1289,0.26115,0.11722,0.58518,1.3075,2.2764,0.86966,2.2974,-1.8595,-0.19211,13.956,9.9897,-1.5703,2.5454,9.1465,0.099861,-1.1802,0.2597,-0.22485,0.39491,1.2803,2.2707,0.74465,14.214,14.638,28.919,23.68,0.26552,0.0009122,-0.0099269,0.0041121,3.766,0.14078,-1.7347,1.6444,0.41967,0.23523,0.16623,0.40445,0.88233,-1.8752,-1.5039,-0.72041,31.428,6.3245,22.473,-19.968,0.2037,1.1049,-0.18947,0.03182,0.91402,2.4096,4.7524,4.0604,13.321,16.631,14.81,11.963,0.26678,-0.04261,0.0014527,-0.0090211,3.2297,-3.3007,1.7566,1.2945,0.51348,0.17817,0.50313,0.21925,1.9264,-1.9002,-1.8083,-0.76904,9.8067,-1.5714,2.5245,8.9658,0.016374,-1.4566,0.21765,0.15402,3.4863e-07,1.295,2.195,0.67291
3.0771,-1.8622,3.6239,22.579,10.008,-1.555,2.9331,9.0345,0.99135,-1.1637,-0.0075633,0.059532,0.59004,1.2454,2.343,0.91143,2.7592,-1.8818,2.8203,55.959,9.9831,-1.5537,2.9322,9.0176,-3.366,-1.2338,-0.0066335,-0.55028,0.46229,1.2119,2.3294,0.8089,10.168,49.726,60.483,63.329,0.3257,-0.0012771,0.00088907,0.016894,5.8316,-0.19757,2.29,4.4389,0.51844,0.26135,0.23352,0.50178,2.887,-1.8313,-1.4683,-0.67698,31.3,6.0311,21.677,-20.656,0.30555,0.039335,0.048757,0.29497,0.92762,2.6512,4.8684,4.1168,10.708,13.827,12.555,7.969,0.32779,-0.028114,0.01862,0.03648,2.6278,-0.11092,1.4859,2.4448,0.53599,0.22823,0.50419,0.29328,2.5734,-1.8794,-1.5246,-0.79363,9.8067,-1.5487,2.9119,8.8428,0.018153,-1.563,-0.037599,0.21394,3.4423e-07,1.2143,2.2635,0.71096
3.5587,2.9755,4.553,5.5118,10.036,-0.60792,5.3487,8.4307,0.59549,-0.97745,1.5574,-0.69522,0.5524,0.67216,0.45674,0.56719,1.917,19.641,28.229,38.778,9.9106,-0.60273,5.2888,8.3298,-4.926,-0.62958,-1.9849,-4.3399,0.84057,0.57992,0.4996,0.7879,4.7997,47.599,37.48,50.428,0.48864,-0.0051984,0.059884,0.10088,6.2464,-0.49089,6.2037,4.6297,0.72598,0.30919,0.48349,0.65064,-0.050178,1.0035,-0.45965,-0.80523,29.969,5.9054,14.02,-25.778,0.25267,0.62794,0.50771,-0.13525,0.25821,1.3575,0.57512,0.29538,0.78574,-0.23126,4.7259,0.64482,0.33372,-0.028932,-0.070997,-0.10321,1.0391,-0.75238,-0.51493,1.2393,0.18003,0.17509,0.26662,0.16059,-0.31134,4.0896,4.0101,-0.62775,9.8067,-0.79293,5.3683,8.158,-0.0058078,-0.6354,1.9581,-1.9912,3.6118e-07,0.23812,0.27024,0.20236
